,name,sub_category,main_category,deadline,launched,status,pledged_usd,goal_usd,duration,year,quarter,profit
230,Bring The Big Cheese to the Playa,public art,art,05/08/2016,06/07/2016,successful,1113,1000,30,2016,Q2,0.113
3771,Locombia,performance art,art,27/09/2013,28/08/2013,successful,1113,1000,30,2013,Q2,0.113
9337,Send FakeDog to Flatstock @ SXSW,illustration,art,17/03/2010,21/01/2010,successful,1113,1000,55,2010,Q4,0.113
23589,Bear Posters,illustration,art,12/10/2012,12/09/2012,failed,1113,3000,30,2012,Q2,NA
30720,The Good Campaign,mixed media,art,14/12/2018,13/11/2018,failed,1113,369900,31,2018,Q3,NA
8978,"CAT22: Culture, Art, and Technology in the 22nd Century",digital art,art,09/04/2012,10/03/2012,successful,1113.2,1000,30,2012,Q2,0.1132
28557,Pride Bird Charms,art,art,09/05/2018,09/04/2018,successful,1114,250,30,2018,Q2,3.456
5693,Keeper of the Moon Enamel Pins,art,art,06/07/2016,06/06/2016,successful,1114,280,30,2016,Q2,2.978571429
2952,Advocate Literacy With a Local Little Free Library,public art,art,24/05/2013,24/04/2013,successful,1114,550,30,2013,Q2,1.025454545
24508,Build the Soundcrawl Hologram,digital art,art,01/10/2011,13/09/2011,successful,1114,1000,18,2011,Q2,0.114
17415,PERSISTENCE HUNTING DREAM DEATH (photoaural ritual CD/DVD),conceptual art,art,30/12/2012,30/11/2012,successful,1114,1000,30,2012,Q2,0.114
5388,Hope Through Despair - Paintings of Disabled Children,painting,art,18/03/2016,09/02/2016,failed,1114.37,11279.04,38,2016,Q3,NA
6820,Star Wars - The Empire Poster Set,illustration,art,26/06/2015,27/05/2015,failed,1114.6,4480.79,30,2015,Q2,NA
16170,Remember your first uniform?,performance art,art,01/04/2014,05/03/2014,successful,1115,500,27,2014,Q2,1.23
11045,Body of the Moon,mixed media,art,15/10/2011,15/09/2011,successful,1115,1000,30,2011,Q2,0.115
23619,UNBRIDLED,art,art,01/08/2014,04/06/2014,failed,1115,5500,58,2014,Q4,NA
14578,Spare RoOm Project OaXaca,art,art,13/12/2009,15/09/2009,failed,1115,7000,89,2009,Q4,NA
11734,Find QORLINGERNE,art,art,27/10/2015,12/10/2015,successful,1115.31,886.34,15,2015,Q1,0.258332017
2517,Astropunny Animals Enamel Pin Collection,art,art,29/11/2017,30/10/2017,successful,1115.48,296.87,30,2017,Q2,2.757469599
7903,Paper Plates,conceptual art,art,18/07/2012,18/06/2012,successful,1116,800,30,2012,Q2,0.395
26315,Teepee Trails Inc. Startup,sculpture,art,28/02/2014,29/01/2014,successful,1116,1000,30,2014,Q2,0.116
22128,A Sculptural Love Poem to Architecture,sculpture,art,19/05/2011,04/04/2011,failed,1116,3000,45,2011,Q3,NA
3332,Kiss the Skull - A New Screen Print,art,art,13/12/2013,29/11/2013,successful,1116.12,772.82,14,2013,Q1,0.444217282
28212,Rainbow Metal Enamel Pins,art,art,25/06/2018,26/05/2018,successful,1117,700,30,2018,Q2,0.595714286
21763,Decoy Effect,illustration,art,16/10/2016,16/09/2016,successful,1117,1000,30,2016,Q2,0.117
18509,The Italy Painting Project,painting,art,07/06/2013,10/04/2013,successful,1117,1000,58,2013,Q4,0.117
3822,Purging Journey = Ancestral Returning: Amazonian Residency,art,art,06/05/2013,02/04/2013,failed,1118,8000,34,2013,Q3,NA
28813,Wise Words from Funny Women,illustration,art,13/09/2018,29/08/2018,successful,1118.249942,903.232799,15,2018,Q1,0.238052851
13279,A Line Drawn from the Eye to the Summit,art,art,14/06/2015,15/05/2015,successful,1119.77,791.92,30,2015,Q2,0.413993838
29713,Turkigami: An Origami Poster on Handmade Paper [Make 100],illustration,art,22/02/2018,23/01/2018,successful,1119.793023,757.08939,30,2018,Q2,0.479076365
7399,Love Prescriptions,performance art,art,01/09/2014,07/08/2014,successful,1120,500,25,2014,Q2,1.24
17257,"Print fundraiser for painting, Nighttime for Midnight Mass",digital art,art,12/07/2015,30/06/2015,successful,1120,700,12,2015,Q1,0.6
9134,Operation Storage,painting,art,14/10/2014,09/09/2014,successful,1120,750,35,2014,Q3,0.493333333
6338,Abstract Tree Paintings For Art Lovers And Tree Huggers,painting,art,08/04/2015,09/03/2015,successful,1120,800,30,2015,Q2,0.4
2559,Kevin's Fellowship Fundraiser,painting,art,29/05/2014,29/04/2014,successful,1120,1000,30,2014,Q2,0.12
4481,WONDER presented by HERITAGE DANCE PROJECT,performance art,art,28/02/2013,29/01/2013,successful,1120,1000,30,2013,Q2,0.12
13017,Twelve Poor Mary's.,painting,art,11/09/2014,12/08/2014,failed,1120,2500,30,2014,Q2,NA
1832,Reviving the old traditions of thangka painting in Bhutan,painting,art,10/09/2017,03/08/2017,failed,1120,5000,38,2017,Q3,NA
4650,Grimebrute Soft Vinyl Toy,sculpture,art,06/05/2017,06/04/2017,canceled,1120,5600,30,2017,Q2,NA
20037,Butterfly Rain,mixed media,art,13/12/2011,13/11/2011,failed,1120,25000,30,2011,Q2,NA
4321,The Elmina Project: Connecting Artists and Youth Globally,mixed media,art,10/02/2012,24/12/2011,failed,1120,30000,48,2011,Q4,NA
21668,the PEARL Project,public art,art,09/09/2012,10/08/2012,failed,1120,45000,30,2012,Q2,NA
29776,The Head Project,art,art,18/10/2018,18/09/2018,successful,1121,1000,30,2018,Q2,0.121
27400,365 Ski and Board,performance art,art,15/06/2015,15/05/2015,failed,1121,2500,31,2015,Q3,NA
10500,"ALTAMONT-Art by Dale Ball, wood and motorcycle artist",mixed media,art,04/05/2015,04/04/2015,canceled,1121,5000,30,2015,Q2,NA
19511,Intro to Pastels: Video Tutorial Series,video art,art,06/06/2017,17/05/2017,successful,1122,1000,20,2017,Q2,0.122
23774,Aqua Attack! at Figment NYC on Governors Island - June 8/9,public art,art,30/05/2013,30/04/2013,successful,1122.01,999,30,2013,Q2,0.123133133
13040,"88DC Burning Man Art Installation: ""Singularity""",public art,art,06/08/2011,12/07/2011,successful,1122.5,1000,25,2011,Q2,0.1225
5034,Rededication: The Art of Hanukkah,illustration,art,31/10/2015,01/10/2015,successful,1123,1000,30,2015,Q2,0.123
9107,The Great Wall of Topanga: Phase II,public art,art,01/01/2013,01/12/2012,failed,1123,1998,31,2012,Q3,NA
25278,Art Making Artists: An Exhibition to help Change Lives.,painting,art,05/04/2015,09/02/2015,failed,1123.53,5836.52,55,2015,Q4,NA
16142,Ancient Art: Realistic Encaustic Wax Paintings by JAC,painting,art,02/09/2017,03/08/2017,successful,1124,500,30,2017,Q2,1.248
11699,Introspectrum Exhibition,painting,art,24/06/2014,25/05/2014,failed,1124,3600,30,2014,Q2,NA
9344,WATERFORD WALLS Street Art Project,public art,art,30/07/2015,30/06/2015,failed,1124.11,16450.43,30,2015,Q2,NA
11996,NTU Tilburg,conceptual art,art,01/08/2014,03/06/2014,successful,1124.8,841.28,59,2014,Q4,0.33701027
9472,Day of the Dead Catrina Vinyl Stickers,illustration,art,29/09/2016,15/09/2016,successful,1125,250,14,2016,Q1,3.5
6664,The Masters Project,art,art,18/06/2012,29/05/2012,successful,1125,1000,20,2012,Q2,0.125
16808,TRAVEL FUND FOR FESTIVAL/SYMPOSIUM IN TORONTO,art,art,23/04/2012,03/04/2012,successful,1125,1000,20,2012,Q2,0.125
7361,Cabernet on Canvas: Paintings in Wine,painting,art,16/11/2016,12/10/2016,failed,1125,2000,35,2016,Q3,NA
16901,put some pesipop on your back! or your front! or your bottom!,painting,art,17/09/2009,08/08/2009,failed,1125,4000,40,2009,Q3,NA
253,Milly Zantow: Recycling Pioneer,installations,art,06/05/2015,06/04/2015,failed,1125,5000,30,2015,Q2,NA
27210,SUPPORT OUR ART COLLECTIVE for 2018!,art,art,28/12/2017,29/10/2017,canceled,1125,10000,60,2017,Q4,NA
2372,53 More Things to do in Zero Gravity - Lancaster Degree Show,art,art,04/04/2017,14/03/2017,successful,1125.45,1118,21,2017,Q2,0.006663685
7838,wash [when the waters rise] the ocean inside,installations,art,05/08/2015,17/07/2015,successful,1126,1100,19,2015,Q2,0.023636364
21211,Proyecto Sub 30 Artist Residency in Buenos Aires,painting,art,12/03/2014,10/02/2014,failed,1126,5500,30,2014,Q2,NA
15996,Participate: Clean Up Maximalism 2017,public art,art,01/11/2016,04/10/2016,failed,1126,10000,28,2016,Q2,NA
22601,Superconductor Jewelry,art,art,06/10/2014,22/08/2014,failed,1126,15000,45,2014,Q3,NA
21907,The Visual Sound Project,mixed media,art,08/05/2013,08/04/2013,failed,1126.21,32230,30,2013,Q2,NA
25519,Get 3D Handmade cards providing employment for the disabled!,art,art,06/02/2016,07/01/2016,successful,1127,250,30,2016,Q2,3.508
5870,The Baltimore Alley Aerial Festival,performance art,art,29/07/2011,30/04/2011,successful,1127,800,90,2011,Q4,0.40875
28868,Tumeria: A journey in black and white.,illustration,art,15/12/2018,15/11/2018,successful,1127,800,30,2018,Q2,0.40875
1591,Snow Sculpting Tools for TEAM VERMONT,sculpture,art,21/01/2012,16/12/2011,successful,1127.24,1000,36,2011,Q3,0.12724
1655,"Whole, an art exhibit by Carmen Rose",mixed media,art,18/05/2011,20/04/2011,failed,1128,2200,28,2011,Q2,NA
851,NE Minneapolis Armory Art Show,art,art,16/11/2013,30/09/2013,failed,1128,15000,47,2013,Q4,NA
23534,The Site: A Sculptural Exploration of the Tollund Man,sculpture,art,30/06/2010,31/05/2010,successful,1128.03,860,30,2010,Q2,0.311662791
27723,Make/100: Your Custom Drawing by Robot Picasso,illustration,art,14/02/2017,15/01/2017,successful,1128.564915,285.302432,30,2017,Q2,2.955679267
30869,"The Jurassic Museum, New Zealand's Dinosaur & Fossil Museum",public art,art,12/03/2018,11/01/2018,failed,1128.715117,171257.3925,60,2018,Q4,NA
24919,Raspberry Nightingales,digital art,art,01/06/2015,02/05/2015,successful,1129,300,30,2015,Q2,2.763333333
14812,Katie Kalahan Prints a New Artist Book,art,art,09/04/2014,31/03/2014,successful,1130,605,9,2014,Q1,0.867768595
24566,Swamp Meat: Installation for Off Fair Brussels,mixed media,art,17/03/2013,02/03/2013,successful,1130,800,15,2013,Q1,0.4125
10243,Smith School Mosaic Project,public art,art,21/04/2012,22/03/2012,successful,1130,900,30,2012,Q2,0.255555556
8686,Show & Tell: An evening of art + performance,mixed media,art,29/10/2011,14/09/2011,successful,1130,1000,45,2011,Q3,0.13
189,Uncommon Action,performance art,art,04/02/2013,30/12/2012,successful,1130,1000,36,2012,Q3,0.13
20364,"Wenatchee Comedy Festival - Saturday, April 27th",performance art,art,07/04/2013,08/03/2013,successful,1130,1000,30,2013,Q2,0.13
20116,"ORMOLYCKA PROJECT oo1 - synt.tofs ""ass troll vs. bass troll""",painting,art,22/03/2011,15/02/2011,failed,1130,2350,35,2011,Q3,NA
15750,Little Heroes: A Charms Project,art,art,23/11/2014,24/10/2014,successful,1131,550,30,2014,Q2,1.056363636
9317,No Sleep till Brooklyn,mixed media,art,19/07/2012,28/06/2012,successful,1131,975,21,2012,Q2,0.16
1787,The Conversation  Between Dr. King Jr and President Obama,installations,art,11/06/2015,13/05/2015,successful,1131,1111,29,2015,Q2,0.0180018
25693,The Kentifrican Museum of Culture @ Leimert Park Village,conceptual art,art,06/06/2014,07/05/2014,canceled,1131,15000,30,2014,Q2,NA
6756,CSM Fine Art Degree Show 2016,art,art,21/04/2016,07/04/2016,successful,1131.54,1006.46,14,2016,Q1,0.124277169
17965,"12 Creative Community Months at St Michael's, Bridport, UK",art,art,07/07/2014,30/05/2014,failed,1131.64,6848.03,38,2014,Q3,NA
29300,Persona Mask Enamel Pin Collection,art,art,01/02/2019,14/01/2019,successful,1132,600,18,2019,Q2,0.886666667
25792,"Mama's Teeth, Tentacles and Claws: A Giant Monster Plush Toy",sculpture,art,03/10/2012,18/09/2012,successful,1132,800,15,2012,Q1,0.415
2651,Vassar Senior Art Exhibition 2014,art,art,17/05/2014,28/03/2014,successful,1132,900,50,2014,Q4,0.257777778
18117,Schwetman/Williams Fabric Sculpting Workshop,sculpture,art,16/06/2012,17/05/2012,successful,1132,1000,30,2012,Q2,0.132
21889,Los Angeles St. David's Day Festival-National Day of Wales,performance art,art,08/06/2013,09/05/2013,successful,1132,1100,30,2013,Q2,0.029090909
20030,"One Dollar, One Kick A$$ Car Drawing!",illustration,art,27/03/2015,25/02/2015,successful,1133,250,30,2015,Q2,3.532
29020,Harry Potter Snape-Inspired Hard Enamel Pins,art,art,25/08/2018,31/07/2018,successful,1133,400,25,2018,Q2,1.8325
12433,PaperLiberated - Behind the Scenes Video Project,art,art,22/11/2015,23/10/2015,successful,1133,1000,30,2015,Q2,0.133
15411,The Reclamation,mixed media,art,01/05/2016,01/04/2016,successful,1134,1000,30,2016,Q2,0.134
13655,Doodling Time @ International Fine Art Fair for A Good Cause,art,art,14/09/2015,31/07/2015,failed,1134,5000,45,2015,Q3,NA
20798,JUKEBELLS?The Video Mapping Project,digital art,art,18/12/2015,24/11/2015,failed,1134.53,13003.2,24,2015,Q2,NA
16914,Lemuria Project  'Healing with Imagination',art,art,23/11/2014,09/10/2014,failed,1135,40000,45,2014,Q3,NA
12321,Mississippi River Sculpture Park-Marianne Labuche bronze,art,art,25/12/2015,10/11/2015,failed,1135,45000,45,2015,Q3,NA
28853,Chibi Hero Academia Enamel Pins,illustration,art,13/09/2018,22/08/2018,successful,1136,275,22,2018,Q2,3.130909091
28932,LYNN on the BLOCK,mixed media,art,05/11/2018,07/10/2018,successful,1136,300,29,2018,Q2,2.786666667
281,Artist Residency in Italy-summer 2017,painting,art,12/04/2017,13/03/2017,successful,1136,650,30,2017,Q2,0.747692308
3078,Private Circles of War and Peace,mixed media,art,22/06/2011,23/05/2011,successful,1136,700,30,2011,Q2,0.622857143
19484,Soft Enamel Snake Pins - Collectible Reptiles!,art,art,29/11/2017,30/10/2017,successful,1136,1000,30,2017,Q2,0.136
25916,Oracle Deck Feat. Art by Rob Carlos,art,art,21/07/2011,22/05/2011,failed,1136,8000,60,2011,Q4,NA
13617,Manufactured River -  Fine art about waste water treatment,mixed media,art,21/12/2012,21/11/2012,failed,1136,8005,30,2012,Q2,NA
